"","committee_acronym","parliament_number","session_number","date_change"
"612","SFOP","42","1","September 18, 2017"
"613","SFOP","42","1","April 15, 2016"
"614","SFSA","40","2","September 28, 2009"
"615","SFSA","40","2","March 26, 2009"
"616","SFSA","40","2","February 24, 2009"
"617","SHES","39","1","September 14, 2007"
"618","SHES","39","1","February 7, 2007"
"619","SHES","39","1","February 5, 2007"
"620","SHES","39","1","September 26, 2006"
"621","SHES","39","1","September 21, 2006"
"622","SHES","39","1","June 13, 2006"
"623","SHES","39","1","June 9, 2006"
"624","SHES","39","1","May 4, 2006"
"625","SHES","39","2","September 7, 2008"
"626","SHES","39","2","November 15, 2007"
"627","SHES","40","3","March 26, 2011"
"628","SHES","40","3","October 1, 2010"
"629","SHES","40","3","September 27, 2010"
"630","SHES","40","3","March 16, 2010"
"631","SHES","41","1","September 13, 2013"
"632","SHES","41","1","January 31, 2012"
"633","SHES","41","1","September 21, 2011"
"634","SHES","41","1","September 15, 2011"
"635","SHES","41","1","June 15, 2011"
"636","SHES","41","2","August 2, 2015"
"637","SHES","41","2","May 27, 2015"
"638","SHES","41","2","February 17, 2015"
"639","SHES","41","2","February 3, 2015"
"640","SHES","41","2","January 29, 2015"
"641","SHES","41","2","February 6, 2014"
"642","SHES","42","1","September 11, 2019"
"643","SHES","42","1","November 8, 2018"
"644","SHES","42","1","January 25, 2018"
"645","SHES","42","1","September 21, 2017"
"646","SHES","42","1","February 8, 2016"
"647","SHES","42","1","February 5, 2016"
"648","SHUM","38","1","October 7, 2005"
"649","SHUM","38","1","October 26, 2004"
"650","SHUM","38","1","October 22, 2004"
"651","SHUM","39","1","September 14, 2007"
"652","SHUM","39","1","January 30, 2007"
"653","SHUM","39","1","September 21, 2006"
"654","SHUM","39","1","May 4, 2006"
"655","SHUM","39","2","September 7, 2008"
"656","SHUM","39","2","November 21, 2007"
"657","SHUM","39","2","November 20, 2007"
"658","SHUM","40","2","December 30, 2009"
"659","SHUM","40","2","October 21, 2009"
"660","SHUM","40","2","October 20, 2009"
"661","SHUM","40","3","March 26, 2011"
"662","SHUM","40","3","September 30, 2010"
"663","SHUM","40","3","September 27, 2010"
"664","SHUM","40","3","March 8, 2010"
"665","SHUM","40","3","March 5, 2010"
"666","SHUM","41","1","September 13, 2013"
"667","SHUM","41","1","April 24, 2012"
"668","SHUM","41","1","April 23, 2012"
"669","SHUM","41","1","September 20, 2011"
"670","SHUM","41","1","September 19, 2011"
"671","SHUM","41","2","August 2, 2015"
"672","SHUM","41","2","March 26, 2015"
"673","SHUM","41","2","February 16, 2015"
"674","SHUM","41","2","February 4, 2014"
"675","SHUM","41","2","January 27, 2014"
"676","SHUM","41","2","October 30, 2013"
"677","SHUM","42","1","September 11, 2019"
"678","SHUM","42","1","September 20, 2018"
"679","SHUM","42","1","September 18, 2018"
"680","SHUM","42","1","September 26, 2017"
"681","SHUM","42","1","September 18, 2017"
"682","SHUM","42","1","March 21, 2017"
"683","SHUM","42","1","March 9, 2017"
"684","SHUM","42","1","February 17, 2016"
"685","SINA","42","1","September 11, 2019"
"686","SINA","42","1","May 22, 2018"
"687","SINA","42","1","September 18, 2017"
"688","SINA","42","1","February 2, 2017"
"689","SINA","42","1","January 27, 2017"
"690","SINA","42","1","December 5, 2016"
"691","SINA","42","1","December 1, 2016"
"692","SINA","42","1","February 4, 2016"
"693","SIND","39","1","September 14, 2007"
"694","SIND","39","1","April 25, 2007"
"695","SIND","39","1","April 16, 2007"
"696","SIND","39","1","September 26, 2006"
"697","SIND","39","1","September 21, 2006"
"698","SIND","39","1","September 14, 2006"
"699","SIND","39","1","June 5, 2006"
"700","SIND","39","2","September 7, 2008"
"701","SIND","39","2","November 29, 2007"
"702","SIND","40","2","December 30, 2009"
"703","SIND","40","2","February 5, 2009"
"704","SIND","40","3","March 26, 2011"
"705","SIND","40","3","September 30, 2010"
"706","SIND","40","3","September 27, 2010"
"707","SIND","40","3","March 9, 2010"
"708","SIND","41","1","September 13, 2013"
"709","SIND","41","1","June 23, 2011"
"710","SIND","41","2","August 2, 2015"
"711","SIND","41","2","March 25, 2014"
"712","SIND","41","2","March 24, 2014"
"713","SIND","41","2","February 6, 2014"
"714","SIND","41","2","February 5, 2014"
"715","SIND","41","2","January 27, 2014"
"716","SIND","41","2","November 6, 2013"
"717","SIND","41","2","October 29, 2013"
"718","SIND","42","1","September 11, 2019"
"719","SIND","42","1","September 24, 2018"
"720","SIND","42","1","September 19, 2018"
"721","SIND","42","1","September 18, 2018"
"722","SIND","42","1","June 14, 2018"
"723","SIND","42","1","June 10, 2018"
"724","SIND","42","1","September 19, 2017"
"725","SIND","42","1","September 18, 2017"
"726","SIND","42","1","February 23, 2016"
"727","SIND","42","1","February 17, 2016"
"728","SINT","38","1","November 29, 2005"
"729","SINT","38","1","October 21, 2005"
"730","SINT","38","1","October 7, 2005"
"731","SINT","38","1","June 2, 2005"
"732","SINT","38","1","November 2, 2004"
"733","SINT","38","1","October 22, 2004"
"734","SINT","38","1","October 19, 2004"
"735","SIWF","41","1","September 13, 2013"
"736","SIWF","41","1","April 24, 2013"
"737","SIWF","41","1","April 23, 2013"
"738","SIWF","41","1","April 19, 2013"
"739","SIWF","41","2","March 7, 2014"
"740","SIWF","41","2","October 23, 2013"
"741","SIWF","41","2","October 21, 2013"
"742","SJUS","38","1","November 29, 2005"
"743","SJUS","38","1","October 20, 2005"
"744","SJUS","38","1","May 17, 2005"
"745","SJUS","38","1","October 20, 2004"
"746","SJUS","39","1","September 14, 2007"
"747","SJUS","39","1","September 28, 2006"
"748","SJUS","39","1","September 21, 2006"
"749","SJUS","39","1","May 5, 2006"
"750","SJUS","39","2","September 7, 2008"
"751","SJUS","39","2","November 14, 2007"
"752","SJUS","39","2","November 13, 2007"
"753","SJUS","40","2","December 30, 2009"
"754","SJUS","40","2","September 30, 2009"
"755","SJUS","40","2","September 28, 2009"
"756","SJUS","40","2","February 3, 2009"
"757","SJUS","40","3","March 26, 2011"
"758","SJUS","40","3","September 30, 2010"
"759","SJUS","40","3","September 27, 2010"
"760","SJUS","40","3","March 9, 2010"
"761","SJUS","41","1","September 13, 2013"
"762","SJUS","41","1","February 26, 2013"
"763","SJUS","41","1","February 25, 2013"
"764","SJUS","41","1","February 4, 2013"
"765","SJUS","41","1","January 28, 2013"
"766","SJUS","41","1","September 25, 2012"
"767","SJUS","41","1","September 20, 2012"
"768","SJUS","41","1","April 23, 2012"
"769","SJUS","41","1","March 23, 2012"
"770","SJUS","41","1","October 20, 2011"
"771","SJUS","41","1","October 17, 2011"
"772","SJUS","41","1","June 21, 2011"
"773","SJUS","41","2","August 2, 2015"
"774","SJUS","41","2","February 4, 2014"
"775","SJUS","41","2","January 27, 2014"
"776","SJUS","41","2","October 29, 2013"
"777","SJUS","42","1","September 11, 2019"
"778","SJUS","42","1","June 4, 2019"
"779","SJUS","42","1","June 3, 2019"
"780","SJUS","42","1","March 18, 2019"
"781","SJUS","42","1","November 21, 2018"
"782","SJUS","42","1","November 8, 2018"
"783","SJUS","42","1","November 5, 2018"
"784","SJUS","42","1","January 29, 2018"
"785","SJUS","42","1","October 12, 2017"
"786","SJUS","42","1","September 18, 2017"
"787","SJUS","42","1","December 1, 2016"
"788","SJUS","42","1","February 16, 2016"
"789","SLAN","39","2","September 7, 2008"
"790","SLAN","39","2","November 16, 2007"
"791","SLAN","39","2","November 15, 2007"
"792","SLAN","40","3","March 26, 2011"
"793","SLAN","40","3","October 5, 2010"
"794","SLAN","40","3","September 27, 2010"
"795","SLAN","40","3","March 25, 2010"
"796","SLAN","41","1","September 13, 2013"
"797","SLAN","41","1","September 22, 2011"
"798","SLAN","41","1","September 21, 2011"
"799","SLAN","41","1","June 16, 2011"
"800","SLAN","41","2","August 2, 2015"
"801","SLAN","41","2","February 17, 2015"
"802","SLAN","41","2","February 4, 2014"
"803","SLAN","41","2","January 27, 2014"
"804","SLAN","41","2","November 8, 2013"
"805","SLAN","41","2","November 6, 2013"
"806","SLCO","42","1","September 11, 2019"
"807","SLCO","42","1","September 21, 2018"
"808","SLCO","42","1","October 4, 2017"
"809","SLCO","42","1","September 21, 2017"
"810","SLCO","42","1","September 18, 2017"
"811","SLCO","42","1","June 7, 2017"
"812","SLCO","42","1","May 29, 2017"
"813","SLIB","38","1","November 29, 2005"
"814","SLIB","38","1","November 21, 2005"
"815","SLIB","38","1","October 7, 2005"
"816","SLIB","38","1","November 22, 2004"
"817","SMEM","38","1","November 29, 2005"
"818","SMEM","38","1","October 28, 2004"
"819","SMEM","39","1","September 14, 2007"
"820","SMEM","39","1","April 25, 2006"
"821","SMEM","39","1","April 6, 2006"
"822","SMEM","39","2","September 7, 2008"
"823","SMEM","39","2","November 1, 2007"
"824","SMEM","40","1","December 4, 2008"
"825","SMEM","40","1","November 25, 2008"
"826","SMEM","40","2","December 30, 2009"
"827","SMEM","40","2","May 26, 2009"
"828","SMEM","40","2","February 12, 2009"
"829","SMEM","40","2","January 26, 2009"
"830","SMEM","40","3","March 26, 2011"
"831","SMEM","40","3","March 3, 2010"
"832","SMEM","41","1","September 13, 2013"
"833","SMEM","41","1","September 29, 2012"
"834","SMEM","41","1","September 25, 2012"
"835","SMEM","41","1","September 29, 2011"
"836","SMEM","41","1","June 9, 2011"
"837","SMEM","41","2","August 2, 2015"
"838","SMEM","41","2","January 30, 2014"
"839","SMEM","41","2","January 27, 2014"
"840","SMEM","41","2","October 22, 2013"
"841","SMEM","42","1","September 11, 2019"
"842","SMEM","42","1","March 20, 2019"
"843","SMEM","42","1","March 19, 2019"
"844","SMEM","42","1","September 20, 2018"
"845","SMEM","42","1","September 19, 2018"
"846","SMEM","42","1","February 8, 2018"
"847","SMEM","42","1","September 26, 2017"
"848","SMEM","42","1","September 19, 2017"
"849","SMEM","42","1","February 9, 2017"
"850","SMEM","42","1","February 8, 2017"
"851","SMEM","42","1","January 29, 2016"
"852","SMEM","42","1","January 28, 2016"
"853","SMEM","42","1","January 26, 2016"
"854","SMFJ","38","1","November 29, 2005"
"855","SMFJ","38","1","October 24, 2005"
"856","SMFJ","38","1","October 18, 2005"
"857","SMFJ","38","1","October 7, 2005"
"858","SMFJ","38","1","June 17, 2005"
"859","SMFJ","38","1","June 16, 2005"
"860","SMND","40","2","December 30, 2009"
"861","SMND","40","2","October 20, 2009"
"862","SMND","40","2","October 19, 2009"
"863","SMND","40","2","October 15, 2009"
"864","SMND","40","3","March 26, 2011"
"865","SMND","40","3","March 25, 2011"
"866","SMND","40","3","February 16, 2011"
"867","SMND","40","3","February 14, 2011"
"868","SMND","40","3","October 19, 2010"
"869","SMND","40","3","October 7, 2010"
"870","SMND","40","3","September 30, 2010"
"871","SMND","40","3","May 3, 2010"
"872","SMND","40","3","March 26, 2010"
"873","SMND","40","3","March 22, 2010"
"874","SNDD","38","1","November 29, 2005"
"875","SNDD","38","1","October 20, 2005"
"876","SNDD","38","1","October 7, 2005"
"877","SNDD","38","1","June 6, 2005"
"878","SNDD","38","1","October 19, 2004"
"879","SNDD","38","1","October 18, 2004"
"880","SNDD","39","1","September 14, 2007"
"881","SNDD","39","1","September 25, 2006"
"882","SNDD","39","1","September 21, 2006"
"883","SNDD","39","1","May 9, 2006"
"884","SNDD","39","2","September 7, 2008"
"885","SNDD","39","2","November 13, 2007"
"886","SNDD","40","2","December 30, 2009"
"887","SNDD","40","2","October 1, 2009"
"888","SNDD","40","2","September 28, 2009"
"889","SNDD","40","2","April 23, 2009"
"890","SNDD","40","2","March 9, 2009"
"891","SNDD","40","2","March 6, 2009"
"892","SNDD","40","2","February 5, 2009"
"893","SNDD","40","3","March 26, 2011"
"894","SNDD","40","3","September 30, 2010"
"895","SNDD","40","3","September 27, 2010"
"896","SNDD","40","3","March 11, 2010"
"897","SNDD","40","3","March 9, 2010"
"898","SNDD","41","1","September 13, 2013"
"899","SNDD","41","1","September 28, 2012"
"900","SNDD","41","1","September 27, 2012"
"901","SNDD","41","1","May 1, 2012"
"902","SNDD","41","1","April 23, 2012"
"903","SNDD","41","1","January 26, 2012"
"904","SNDD","41","1","October 17, 2011"
"905","SNDD","41","1","June 21, 2011"
"906","SNDD","41","2","August 2, 2015"
"907","SNDD","41","2","October 7, 2014"
"908","SNDD","41","2","April 10, 2014"
"909","SNDD","41","2","April 8, 2014"
"910","SNDD","41","2","February 11, 2014"
"911","SNDD","41","2","January 27, 2014"
"912","SNDD","41","2","November 7, 2013"
"913","SNDD","42","1","September 11, 2019"
"914","SNDD","42","1","October 23, 2018"
"915","SNDD","42","1","October 19, 2018"
"916","SNDD","42","1","September 18, 2018"
"917","SNDD","42","1","September 12, 2018"
"918","SNDD","42","1","October 2, 2017"
"919","SNDD","42","1","September 18, 2017"
"920","SNDD","42","1","January 31, 2017"
"921","SNDD","42","1","February 18, 2016"
"922","SNSN","38","1","November 29, 2005"
"923","SNSN","38","1","October 26, 2005"
"924","SNSN","38","1","October 20, 2005"
"925","SNSN","38","1","October 7, 2005"
"926","SNSN","38","1","December 7, 2004"
"927","SNSN","38","1","November 30, 2004"
"928","SNSN","39","1","March 27, 2007"
"929","SNSN","39","1","September 26, 2006"
"930","SNSN","39","1","September 22, 2006"
"931","SNSN","39","1","September 21, 2006"
"932","SNSN","39","1","June 13, 2006"
"933","SNSN","39","1","June 7, 2006"
"934","SNSN","39","1","June 5, 2006"
"935","SNSN","39","1","June 1, 2006"
"936","SOGG","38","1","October 7, 2005"
"937","SOGG","38","1","March 9, 2005"
"938","SOGG","38","1","February 2, 2005"
"939","SOGG","38","1","October 14, 2004"
"940","SOGG","39","1","September 14, 2007"
"941","SOGG","39","1","April 24, 2007"
"942","SOGG","39","1","May 8, 2006"
"943","SOGG","39","1","May 4, 2006"
"944","SOGG","39","2","September 7, 2008"
"945","SOGG","39","2","April 25, 2008"
"946","SOGG","39","2","November 30, 2007"
"947","SOGG","39","2","November 14, 2007"
"948","SOGG","40","2","December 30, 2009"
"949","SOGG","40","2","October 6, 2009"
"950","SOGG","40","2","September 28, 2009"
"951","SOGG","40","2","May 12, 2009"
"952","SOGG","40","2","February 5, 2009"
"953","SOGG","40","2","February 4, 2009"
"954","SOGG","40","3","March 26, 2011"
"955","SOGG","40","3","September 30, 2010"
"956","SOGG","40","3","September 27, 2010"
"957","SOGG","40","3","March 17, 2010"
"958","SOGG","40","3","March 10, 2010"
"959","SOGG","41","1","September 13, 2013"
"960","SOGG","41","1","February 5, 2013"
"961","SOGG","41","1","February 1, 2013"
"962","SOGG","41","1","January 28, 2013"
"963","SOGG","41","1","September 25, 2012"
"964","SOGG","41","1","September 24, 2012"
"965","SOGG","41","1","September 20, 2012"
"966","SOGG","41","1","April 23, 2012"
"967","SOGG","41","1","December 15, 2011"
"968","SOGG","41","1","November 25, 2011"
"969","SOGG","41","1","June 9, 2011"
"970","SOGG","41","2","August 2, 2015"
"971","SOGG","41","2","February 19, 2015"
"972","SOGG","41","2","February 17, 2015"
"973","SOGG","41","2","February 5, 2015"
"974","SOGG","41","2","January 29, 2015"
"975","SOGG","41","2","December 29, 2014"
"976","SOGG","41","2","February 6, 2014"
"977","SOGG","41","2","January 27, 2014"
"978","SOGG","41","2","October 29, 2013"
"979","SOGG","42","1","September 11, 2019"
"980","SOGG","42","1","September 19, 2018"
"981","SOGG","42","1","May 8, 2018"
"982","SOGG","42","1","May 4, 2018"
"983","SOGG","42","1","January 30, 2018"
"984","SOGG","42","1","January 29, 2018"
"985","SOGG","42","1","February 16, 2016"
"986","SPAC","38","1","November 29, 2005"
"987","SPAC","38","1","October 18, 2005"
"988","SPAC","38","1","October 7, 2005"
"989","SPAC","38","1","October 26, 2004"
"990","SPAC","38","1","October 20, 2004"
"991","SPAC","39","1","September 14, 2007"
"992","SPAC","39","1","October 6, 2006"
"993","SPAC","39","1","September 21, 2006"
"994","SPAC","39","1","May 4, 2006"
"995","SPAC","39","2","September 7, 2008"
"996","SPAC","39","2","November 14, 2007"
"997","SPAC","40","2","December 30, 2009"
"998","SPAC","40","2","October 27, 2009"
"999","SPAC","40","2","October 5, 2009"
"1000","SPAC","40","2","September 28, 2009"
"1001","SPAC","40","2","February 3, 2009"
"1002","SPAC","40","3","March 26, 2011"
"1003","SPAC","40","3","March 25, 2011"
"1004","SPAC","40","3","September 30, 2010"
"1005","SPAC","40","3","September 27, 2010"
"1006","SPAC","40","3","August 27, 2010"
"1007","SPAC","40","3","March 11, 2010"
"1008","SPAC","41","1","February 2, 2012"
"1009","SPAC","41","1","November 15, 2011"
"1010","SPAC","41","1","November 2, 2011"
"1011","SPAC","41","1","September 12, 2011"
"1012","SPAC","41","1","June 15, 2011"
"1013","SPAC","42","1","September 11, 2019"
"1014","SPAC","42","1","September 19, 2018"
"1015","SPAC","42","1","September 25, 2017"
"1016","SPAC","42","1","September 18, 2017"
"1017","SPAC","42","1","February 1, 2017"
"1018","SPAC","42","1","January 31, 2017"
"1019","SPAC","42","1","February 25, 2016"
"1020","SPAC","42","1","February 16, 2016"
"1021","SPAR","39","1","November 1, 2006"
"1022","SPAR","39","1","May 30, 2006"
"1023","SPAR","39","1","May 17, 2006"
"1024","SPAR","39","1","May 9, 2006"
"1025","SPER","38","1","November 29, 2005"
"1026","SPER","38","1","October 31, 2005"
"1027","SPER","38","1","October 27, 2005"
"1028","SPER","38","1","October 7, 2005"
"1029","SPER","38","1","December 8, 2004"
"1030","SPER","38","1","December 1, 2004"
"1031","SPER","38","1","November 29, 2004"
"1032","SPER","39","1","September 14, 2007"
"1033","SPER","39","1","January 30, 2007"
"1034","SPER","39","1","January 29, 2007"
"1035","SPER","39","1","October 26, 2006"
"1036","SPER","39","1","September 26, 2006"
"1037","SPER","39","1","September 21, 2006"
"1038","SPER","39","1","May 11, 2006"
"1039","SPRO","38","1","November 29, 2005"
"1040","SPRO","38","1","October 7, 2004"
"1041","SPRO","39","1","September 14, 2007"
"1042","SPRO","39","1","April 6, 2006"
"1043","SPRO","39","2","September 7, 2008"
"1044","SPRO","39","2","March 6, 2008"
"1045","SPRO","39","2","November 13, 2007"
"1046","SPRO","39","2","November 1, 2007"
"1047","SPRO","40","1","December 4, 2008"
"1048","SPRO","40","1","November 26, 2008"
"1049","SPRO","40","1","November 25, 2008"
"1050","SPRO","40","2","December 30, 2009"
"1051","SPRO","40","2","January 28, 2009"
"1052","SPRO","40","3","March 26, 2011"
"1053","SPRO","40","3","September 30, 2010"
"1054","SPRO","40","3","September 20, 2010"
"1055","SPRO","40","3","March 4, 2010"
"1056","SPRO","41","1","September 13, 2013"
"1057","SPRO","41","1","January 28, 2013"
"1058","SPRO","41","1","December 5, 2012"
"1059","SPRO","41","1","November 28, 2012"
"1060","SPRO","41","1","September 25, 2012"
"1061","SPRO","41","1","September 20, 2012"
"1062","SPRO","41","1","June 27, 2011"
"1063","SPRO","41","2","August 2, 2015"
"1064","SPRO","41","2","January 30, 2014"
"1065","SPRO","41","2","January 27, 2014"
"1066","SPRO","41","2","October 22, 2013"
"1067","SPRO","42","1","September 11, 2019"
"1068","SPRO","42","1","September 21, 2018"
"1069","SPRO","42","1","September 19, 2018"
"1070","SPRO","42","1","May 8, 2018"
"1071","SPRO","42","1","March 29, 2018"
"1072","SPRO","42","1","March 27, 2018"
"1073","SPRO","42","1","March 26, 2018"
"1074","SPRO","42","1","February 1, 2018"
"1075","SPRO","42","1","January 31, 2018"
"1076","SPRO","42","1","September 21, 2017"
"1077","SPRO","42","1","September 19, 2017"
"1078","SPRO","42","1","February 1, 2016"
"1079","SPRO","42","1","January 28, 2016"
"1080","SPRO","42","1","January 26, 2016"
"1081","SPRV","38","1","November 29, 2005"
"1082","SPRV","38","1","November 15, 2004"
"1083","SREG","38","1","November 29, 2005"
"1084","SREG","38","1","October 29, 2004"
"1085","SREG","39","1","September 14, 2007"
"1086","SREG","39","1","June 5, 2006"
"1087","SREG","40","2","December 30, 2009"
"1088","SREG","40","2","October 15, 2009"
"1089","SREG","40","2","October 8, 2009"
"1090","SREG","40","2","September 28, 2009"
"1091","SREG","40","2","July 12, 2009"
"1092","SREG","40","2","March 5, 2009"
"1093","SREG","40","2","February 26, 2009"
"1094","SREG","41","1","September 13, 2013"
"1095","SREG","41","1","June 12, 2012"
"1096","SREG","41","1","June 11, 2012"
"1097","SREG","41","1","April 26, 2012"
"1098","SREG","41","1","April 23, 2012"
"1099","SREG","41","1","March 28, 2012"
"1100","SREG","42","1","September 11, 2019"
"1101","SREG","42","1","October 5, 2018"
"1102","SREG","42","1","September 19, 2018"
"1103","SREG","42","1","May 28, 2018"
"1104","SREG","42","1","December 6, 2017"
"1105","SREG","42","1","September 26, 2017"
"1106","SREG","42","1","August 9, 2017"
"1107","SREG","42","1","May 12, 2017"
"1108","SREG","42","1","May 11, 2017"
"1109","SREG","42","1","April 6, 2017"
"1110","SREG","42","1","March 30, 2017"
"1111","SREG","42","1","January 31, 2017"
"1112","SREG","42","1","March 10, 2016"
"1113","SRNN","42","1","September 11, 2019"
"1114","SRNN","42","1","October 2, 2017"
"1115","SRNN","42","1","September 20, 2017"
"1116","SRNN","42","1","February 23, 2016"
"1117","SRNN","42","1","February 17, 2016"
"1118","SRRO","41","1","March 28, 2012"
"1119","SRRO","41","1","October 17, 2011"
"1120","SRRO","41","1","September 27, 2011"
"1121","SSEC","39","1","September 14, 2007"
"1122","SSEC","39","1","January 29, 2007"
"1123","SSEC","39","1","September 21, 2006"
"1124","SSEC","39","1","May 16, 2006"
"1125","SSEC","39","1","May 2, 2006"
"1126","SSEC","40","2","December 30, 2009"
"1127","SSEC","40","2","December 10, 2009"
"1128","SSEC","41","1","September 13, 2013"
"1129","SSEC","41","1","July 17, 2013"
"1130","SSEC","41","1","April 16, 2013"
"1131","SSEC","41","1","September 4, 2012"
"1132","SSEC","41","1","September 26, 2011"
"1133","SSEC","41","1","September 19, 2011"
"1134","SSEC","41","1","June 15, 2011"
"1135","SSEC","41","2","August 2, 2015"
"1136","SSEC","41","2","February 13, 2014"
"1137","SSEC","41","2","February 7, 2014"
"1138","SSEC","41","2","February 6, 2014"
"1139","SSEC","41","2","January 27, 2014"
"1140","SSEC","41","2","November 18, 2013"
"1141","SSEC","42","1","September 11, 2019"
"1142","SSEC","42","1","April 5, 2019"
"1143","SSEC","42","1","September 21, 2017"
"1144","SSEC","42","1","September 20, 2017"
"1145","SSEC","42","1","September 18, 2017"
"1146","SSEC","42","1","February 3, 2017"
"1147","SSEC","42","1","January 31, 2017"
"1148","SSEC","42","1","September 19, 2016"
"1149","SSEC","42","1","September 16, 2016"
"1150","SSEC","42","1","February 19, 2016"
"1151","SSEC","42","1","February 5, 2016"
"1152","SSIS","40","2","May 28, 2009"
"1153","SSIS","40","2","March 5, 2009"
"1154","SSIS","40","2","March 3, 2009"
"1155","SSLR","38","1","November 29, 2005"
"1156","SSLR","38","1","October 24, 2005"
"1157","SSLR","38","1","October 21, 2005"
"1158","SSLR","38","1","October 7, 2005"
"1159","SSLR","38","1","December 9, 2004"
"1160","SSLR","38","1","December 2, 2004"
"1161","SSLR","39","1","September 14, 2007"
"1162","SSLR","39","1","October 24, 2006"
"1163","SSLR","39","1","October 18, 2006"
"1164","STER","39","1","March 27, 2007"
"1165","STER","39","1","September 26, 2006"
"1166","STER","39","1","September 22, 2006"
"1167","STER","39","1","September 21, 2006"
"1168","STER","39","1","June 13, 2006"
"1169","STER","39","1","June 7, 2006"
"1170","STER","39","1","June 5, 2006"
"1171","STER","39","1","June 1, 2006"
"1172","STRA","38","1","October 7, 2005"
"1173","STRA","38","1","November 18, 2004"
"1174","STRA","38","1","November 1, 2004"
"1175","STRA","39","1","September 14, 2007"
"1176","STRA","39","1","January 30, 2007"
"1177","STRA","39","1","September 26, 2006"
"1178","STRA","39","1","September 21, 2006"
"1179","STRA","39","1","May 9, 2006"
"1180","STRA","39","2","September 7, 2008"
"1181","STRA","39","2","November 15, 2007"
"1182","STRA","40","2","December 30, 2009"
"1183","STRA","40","2","October 5, 2009"
"1184","STRA","40","2","September 28, 2009"
"1185","STRA","40","2","February 3, 2009"
"1186","STRA","40","3","March 26, 2011"
"1187","STRA","40","3","October 5, 2010"
"1188","STRA","40","3","September 27, 2010"
"1189","STRA","40","3","March 9, 2010"
"1190","STRA","40","3","March 3, 2010"
"1191","STRA","41","1","September 13, 2013"
"1192","STRA","41","1","May 23, 2013"
"1193","STRA","41","1","September 27, 2012"
"1194","STRA","41","1","September 20, 2012"
"1195","STRA","41","1","April 25, 2012"
"1196","STRA","41","1","April 24, 2012"
"1197","STRA","41","1","April 23, 2012"
"1198","STRA","41","1","June 21, 2011"
"1199","STRA","41","1","June 20, 2011"
"1200","STRA","41","2","August 2, 2015"
"1201","STRA","41","2","April 1, 2014"
"1202","STRA","41","2","March 24, 2014"
"1203","STRA","41","2","February 6, 2014"
"1204","STRA","41","2","January 27, 2014"
"1205","STRA","41","2","October 30, 2013"
"1206","STRA","42","1","September 11, 2019"
"1207","STRA","42","1","September 19, 2017"
"1208","STRA","42","1","September 19, 2016"
"1209","STRA","42","1","February 4, 2016"
"1210","SVAC","38","1","November 29, 2005"
"1211","SVAC","38","1","November 2, 2005"
"1212","SVAC","38","1","October 28, 2005"
"1213","SVAC","38","1","October 7, 2005"
"1214","SVAC","38","1","April 18, 2005"
"1215","SVAC","38","1","November 22, 2004"
"1216","SVAC","38","1","November 15, 2004"
